user_id,num_relevant_items_test,num_recommended_items,precision@20,recall@20,f1@20,hit_rate@20,ap@20,ndcg@20
AEEVFGWGYBN5SNTCXGBJHVNNANNQ,2,20,0.0,0.0,0.0,0.0,0.0,0.0
AEEVLVJLJKENIWKSEI7T23DM2X5A,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AEEYGYMKWB4NMP7XEOKRRJB6ZXOA,7,20,0.0,0.0,0.0,0.0,0.0,0.0
AEEZYUOOG6D6MOPW24CKLOXEFZIA,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AEGYCQHOLLIZF2YD5LHAPJVQSR2A,6,20,0.05,0.16666666666666666,0.07692307692307691,1.0,0.041666666666666664,0.13032376591037065
AEH6XOU57WROX4OZ6B35FELPZF3Q,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AEHUXBCXJCRXIFD72W3JBFMNNPYQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AEIBKT5ZEHU2OFRT4L2BGGZSJKXA,12,20,0.05,0.08333333333333333,0.0625,1.0,0.020833333333333332,0.0845667599404342
AEICFV6K6XM5ZV2EESDX2TAX3E5Q,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AEIT5KHY6NOCUBHWDSB76R3RADMA,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AEIZQOQ6L23SIZJBZOBJKTUW7G7Q,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AEJO47Q7Z5H2LKSPYMLQ7WQN6VNQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AEJRYPOQY3GU2EMMSQHOHEONHD4Q,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AEJSRZF4VYPBVQSOVZENZZYHZQ2Q,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AEKFFKYGTKB63354VJTUFBTYZYUA,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AEKLXILPZ3YYN25OLIM56SWHBLHA,2,20,0.0,0.0,0.0,0.0,0.0,0.0
AEKOS35YKTE4A7QDXHJWKRSOOL7Q,9,20,0.0,0.0,0.0,0.0,0.0,0.0
AEKVHQLP3E26QFMIFJOCPINQVWSA,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AELCPC75C7ICIRUUZH7S3Y2DHFOA,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AELCVPQ23QMGOXJ6F22PNSZZPO2Q,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AELUYPBOOXBCGJQUWJRVNVARMJPA,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AELYX5TVGX5FSZVOMB4KV4HAFPUQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AEMNGDFH5MEK2BEMTBKGWRH2CXBA,6,20,0.05,0.16666666666666666,0.07692307692307691,1.0,0.027777777777777776,0.10778915452451095
AENAPNPEYD537EHJZGWF5ER6EQ4Q,6,20,0.05,0.16666666666666666,0.07692307692307691,1.0,0.008771929824561403,0.07001560573318605
AENIBOC62GDGJ3UO5ZPUUQOSVHHA,12,20,0.0,0.0,0.0,0.0,0.0,0.0
AENOHIXU3RHHXHPCOMLYB5JDF7TQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AENPMVMRU2JBLYD3H3UYGB6L22DQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AENTROBDWTZDRQKYI7QGUGYW4FPA,10,20,0.0,0.0,0.0,0.0,0.0,0.0
AENVIIR33HXA7LSD64ANAJ4CP5EA,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AEP3RONQ4BIHNNEQLQI3CWYY6J6Q,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AEPENI6AATIYFQL5XM33CRAXGCYQ,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AEPG6ISB6ZU4DFJ5VWC2NRWNPYPA,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AEPJRLNHTZ3UGBKTKQSNFIICUFIQ,6,20,0.15,0.5,0.23076923076923075,1.0,0.14722222222222223,0.32558463453628983
AEPM5CAANC7LWUY5WLLTRPBDPIVA,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AEPS5HBSQEW67E25677COU4HDIRA,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AEPUAOX5YQU37RQPXWAT5QTITKYQ,16,20,0.0,0.0,0.0,0.0,0.0,0.0
AEQ3EKIICK6JHR65VNWPQNRHIPUQ,10,20,0.0,0.0,0.0,0.0,0.0,0.0
AEQGRVMEYZ72DABEOX73PITCAN4Q,4,20,0.05,0.25,0.08333333333333334,1.0,0.05,0.15101961822780524
AEQLLAUVML7KK2PJ5SLG2M5LJMEQ,7,20,0.05,0.14285714285714285,0.07407407407407408,1.0,0.014285714285714287,0.07945707943276742
AEQLVIW7RKBFVKI2JGOZCTMQANFA,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AERIEXYB2ZOP3VOJCSN7ATGWRDIQ,1,20,0.0,0.0,0.0,0.0,0.0,0.0
AES2HBFQUWBGH57Y4W5AY3SHWXPQ,15,20,0.05,0.06666666666666667,0.05714285714285715,1.0,0.06666666666666667,0.17060921827860473
AES5TX62XR2DSRDGRMLGRXHUEDVA,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AESEBX4NRYAVWV5WVPIVSQT6GZYQ,13,20,0.0,0.0,0.0,0.0,0.0,0.0
AESPA56DVQQZHNE3CPMPVAJJVZDA,8,20,0.0,0.0,0.0,0.0,0.0,0.0
AESPQU67S3XCYSQFPTYFHFRY3VQQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AESURIHVMWDIP4YNKRUF3BMXPQ5A,2,20,0.0,0.0,0.0,0.0,0.0,0.0
AET4WC3Y6SGH6FDY6MD7SXLCOPJA,7,20,0.0,0.0,0.0,0.0,0.0,0.0
AEU35RKAJ2OQGTVTZ34GA63QC5NQ,3,20,0.05,0.3333333333333333,0.08695652173913045,1.0,0.05555555555555555,0.16716045496620227
AEU6UMIOY5T63UX326NNCY55SBBQ,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AEUBBNLGEYBJRO6F4YYW2S7LC42A,9,20,0.0,0.0,0.0,0.0,0.0,0.0
AEVLM2V7JOEAHOCJMV4EYMORJP7Q,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AEW2T6SY6QPXTJ63REEYJDTMR7KQ,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AEWERDQJSIK3ALTX7VR4X664RXUA,7,20,0.0,0.0,0.0,0.0,0.0,0.0
AEWF6I6D4OZSLOQ2LQUQSF73EGPA,8,20,0.0,0.0,0.0,0.0,0.0,0.0
AEXIBZGI4TWGKZUG5HN6MBP4DYLQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AEXJZEZ72VNFVDQMBGRYWMW7WARQ,2,20,0.0,0.0,0.0,0.0,0.0,0.0
AEXO4DNJTSEFCIJFMHUNVHU334EA,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AEYYXCMFGIDDY3OKI4CEIMGCTCOA,8,20,0.0,0.0,0.0,0.0,0.0,0.0
AEZ26WGWJ3EOQ4KWSHG77HJAG4EA,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AEZEM56DKTXKYBAF3P2YWB26WJVQ,2,20,0.0,0.0,0.0,0.0,0.0,0.0
AEZGEADAXHPJRDQ2IMWME2C5WDDQ,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AEZK3TCHOSFPTWFIL7G3CAVJ32UQ,7,20,0.0,0.0,0.0,0.0,0.0,0.0
AF2AMPRSLNKFDNTGAYVP7MSDUPTQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AF2IOL3EWB3RHBEY34HLLID73UFA,7,20,0.0,0.0,0.0,0.0,0.0,0.0
AF2JRR6ZVOH2NM7J5GNGOLVYBVPA,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AF2O2H6CPW4QWLKJLH5SBJD7RNNQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AF2YMA33EUBQTMUGIS2AXMEUTHXA,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AF55NHGCCFCFDLIP7Q3WBC6RDZKA,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AF5MFJ7TH3FISDNAGCGUGUML67SA,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AF5YFGFANNDEMESQJP74KZ7X5SPA,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AF63RGZRCYCKWRSBIU3IH6OJLJ5A,3,20,0.05,0.3333333333333333,0.08695652173913045,1.0,0.047619047619047616,0.15642624200758548
AF66RE25ZN6ZGHF36EE3NANCZGNA,3,20,0.05,0.3333333333333333,0.08695652173913045,1.0,0.3333333333333333,0.46927872602275644
AF6QH2XPOGIWIKN3OUNVTBXWBJUA,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AF6YEQNGELFEJDIBIWOZVE72AROQ,7,20,0.1,0.2857142857142857,0.14814814814814817,1.0,0.1285714285714286,0.27976433801846934
AF77WKG632KIF4V4L3BXAEX76UFA,2,20,0.0,0.0,0.0,0.0,0.0,0.0
AF7JUWG3XFCXCM3MWJN7GCEOCI7Q,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AF7KZJ27LJIEGWPP35IG3J3SXPFA,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFA4ULAX2OCPIAD37ADWIG5EJDRA,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFALW7O5GDQ54ZEFWLR22QYUF5OA,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFAXJ3II4MU7UWSYCBROGYHZCHYA,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFCD3GN37VW6MRNW5KJ72VTWU6EQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFCH5OVVRAEL5EPHPXAKAFW2ZFDQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFCIWILHGSL6UCAELMBBZHL4F7YA,9,20,0.0,0.0,0.0,0.0,0.0,0.0
AFD7O6H32EUKD3IXZWBIGBUNI65Q,11,20,0.0,0.0,0.0,0.0,0.0,0.0
AFDFG2H4BKFML22NULTWWTTRFWPA,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AFDG5EYUXGBHIZQW46Z4YIVN7WZQ,1,20,0.0,0.0,0.0,0.0,0.0,0.0
AFDU3H76OUC7MNOLCZVIEPD5ZFYA,4,20,0.05,0.25,0.08333333333333334,1.0,0.25,0.3903800499921017
AFDVVBHJ3VFDKE75C6UHCRQOOZKQ,7,20,0.0,0.0,0.0,0.0,0.0,0.0
AFEBXL3HF47N6W5AX6EM3V5B7I4A,2,20,0.0,0.0,0.0,0.0,0.0,0.0
AFEYBUNIBTXUCMW4PJC2CA5WQ7GQ,5,20,0.05,0.2,0.08000000000000002,1.0,0.1,0.21398626473452756
AFFDS2RBREJQUER2XZDGSYUFI7OA,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFFITKRT63LVY3HACWRNU47NO3VQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFFMVXMCKTP7B2ZL2JMLOLHASKDA,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFFX46XVX74C5IGHR4WJCUYY64MQ,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AFG6FYMZPLCHR6MQ47V2CGTZV6LA,7,20,0.0,0.0,0.0,0.0,0.0,0.0
AFGAZBGABEYGPGNANCLEWVNGZHMA,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFGGSKG47J5ALCFQTJ2QG2AVGAZA,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFGHBW6AQMAJEPSSD6C7VEM4EIIA,6,20,0.05,0.16666666666666666,0.07692307692307691,1.0,0.16666666666666666,0.3026024134988135
AFH6CETPLCNMR7XBL66EH7Y643SA,9,20,0.0,0.0,0.0,0.0,0.0,0.0
AFHOBSRGTWQTQFXEBY6OVYBSWJFA,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFI2MARJRSREK7BRS3SF3JRRK2DQ,4,20,0.05,0.25,0.08333333333333334,1.0,0.03571428571428571,0.13012668333070054
AFI7MUJ73DJSMG3CEAWGJGFCMZ7A,7,20,0.0,0.0,0.0,0.0,0.0,0.0
AFIRQV7RMH7Y4TVIDPAXRXLBUAUQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFJOTTMGQZQRJ4SQFQS6Z3YKPHXQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFJP3IQINRRY6C4VEGEZGOBHWQQQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFJQ6W5PPDHC5EY7KY7RHPUF3YMA,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFJXMHDCKVFQFVTFVCTZABQS5RJQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFKFUEJOXIGD27ZNXYBWUPJ4E7OQ,7,20,0.0,0.0,0.0,0.0,0.0,0.0
AFKN5KO4ROJBOLPQFOFUQOGCUMIQ,14,20,0.0,0.0,0.0,0.0,0.0,0.0
AFKODWY6HZDZDDGR5VPF2KTWIPFQ,4,20,0.1,0.5,0.16666666666666669,1.0,0.18333333333333335,0.34620964322385606
AFL45KG2NHKUOOA4F4IHFQV6AGOQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFLRAS5NJWAFPK64Y4ETMM6GPAOQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFLUEXQMCXOS6T7F64H3JDV3WVQQ,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AFLXEZXOJLMVPXDBNGX6KADNTCVQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFMIPJO6XFRP5TUHGFJN6I5ITFLQ,6,20,0.05,0.16666666666666666,0.07692307692307691,1.0,0.041666666666666664,0.13032376591037065
AFML727SUBTNBOS5WQXZTZN3IWBA,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AFMWIOYEHBKITEP3OCYTSON7UWAQ,4,20,0.05,0.25,0.08333333333333334,1.0,0.017857142857142856,0.09992090652113537
AFNLJA4ENTHOPTATXJDQYPGBONJA,2,20,0.0,0.0,0.0,0.0,0.0,0.0
AFNSEZJ4ULSI7GRVXWMHLD2ANPDA,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AFO3KCEHKZILYQHCUNS6TMPZ4AEA,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AFPFVCRCYDNDTQJUZDSFSZ65MBUA,4,20,0.05,0.25,0.08333333333333334,1.0,0.25,0.3903800499921017
AFPVYBIFXYIU5EK6F3IULFQRYFIQ,2,20,0.0,0.0,0.0,0.0,0.0,0.0
AFPX56W3CHQRVBAWOL5YGLVJQQLQ,4,20,0.05,0.25,0.08333333333333334,1.0,0.08333333333333333,0.19519002499605084
AFQAPPYFCP72MRP75CHNTUD7SNBA,9,20,0.0,0.0,0.0,0.0,0.0,0.0
AFR6P5MVO3562S5MA5AUR2RLZS2Q,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFRK46XDORX4S43T7XM6JNX6XB3Q,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFRLEVEWE4UO47E5WAZFGJMJPU6A,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AFRRDFUZUM6XJJVGHKGGH2WE7FDQ,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AFRU56JD7J26BAVI4PE3BZHFUXMQ,7,20,0.0,0.0,0.0,0.0,0.0,0.0
AFRZWB526KRLOUVKDO3KCS2HQHIQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFS33KNKX7EMYLXENV37EW6XUW3A,7,20,0.0,0.0,0.0,0.0,0.0,0.0
AFSDI2364QKM55QW6PXJ5NTTG65A,1,20,0.0,0.0,0.0,0.0,0.0,0.0
AFSKSLBMIWOSB4UF4OEREF76V7ZQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFSKWJDZIW5EQYLWJPGHBRD3RKAA,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AFSWRF7QIPS3GOSFO4WBZTB7BLNA,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFSZT6KKXLMMOHUOBZNEDRXDH2KQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFTHO7SMYNQDQKYEE3F53ILJUUGQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFTJCDW7SESQJSWRIW3T6NQTZEPQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFTLVJUSRBYQUPHQKY42TXFEYYXA,6,20,0.05,0.16666666666666666,0.07692307692307691,1.0,0.03333333333333333,0.11706259313796355
AFTNI2PTKDNFFFQ3EMQTRHB532FQ,6,20,0.05,0.16666666666666666,0.07692307692307691,1.0,0.041666666666666664,0.13032376591037065
AFTYPCAJDOACA74U7YTE7EI2QEHQ,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AFUB4WQT5LABYIYN5PSDBTFAYW5A,2,20,0.0,0.0,0.0,0.0,0.0,0.0
AFUCSX6UGLAG4HXPDBSEXBAZPWRA,6,20,0.1,0.3333333333333333,0.15384615384615383,1.0,0.10317460317460318,0.2521686779156779
AFUNCKT6X3RECOC3WDEX6W4P3KGQ,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AFVBVUY5T3VCGOGIKDAS25YYP22A,2,20,0.0,0.0,0.0,0.0,0.0,0.0
AFVIMADJP47DI5LNDUFECHQI53IA,6,20,0.1,0.3333333333333333,0.15384615384615383,1.0,0.045321637426900575,0.177804760257697
AFVSBBLRMF77R3DTS4IX5J5FA6ZA,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFW5B7S7AWVTIFWHZKW5CBT5WMXQ,2,20,0.0,0.0,0.0,0.0,0.0,0.0
AFWCZOV5GVEWSRJQSLOPVTIIACVA,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AFWLHWNT7CCCAT2PWY5RX6XIZSDQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFWPSIFKLFLV2CBPAQ6DQ55BHEMQ,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AFWS5Q63ZHOHGTHHCWSA7TFIZLRA,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AFWWZ37DQAXXG2EG3JUVWYRQZE3Q,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AFXCILW2LB6SCON2WEKYPE6SDEJA,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFXPEUF4U7QQ42P4B3JF3SGFBR2A,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFXXZX2TNTDKKNI7JOOMGQJEWNBQ,9,20,0.0,0.0,0.0,0.0,0.0,0.0
AFYDPT7M7PE4QBBZLIHGWTKTUP5Q,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AFYITH3KP4RBMPBSHSXOEPE4IIAQ,3,20,0.05,0.3333333333333333,0.08695652173913045,1.0,0.05555555555555555,0.16716045496620227
AFZ2ZZXXCXDLWJ4JDR2VGYV64BUA,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AFZFCTTD3RQEKPHP3UQESZXCNIEQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFZH6NNG7ATX5RCPWY3JMM3RMVYQ,2,20,0.0,0.0,0.0,0.0,0.0,0.0
AFZHSRBT32OTXWCTG6BXAFVBWJGA,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AFZLGU2OO7WRLFHTNRJE2IHIKZGA,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AFZNAKNRNQKHC4XTWLG6PPMAJ6RA,7,20,0.0,0.0,0.0,0.0,0.0,0.0
AG23QSSRDZCHCAL3RJAJSSG7QY5A,12,20,0.0,0.0,0.0,0.0,0.0,0.0
AG252QMDC7EOHUHQD26JNBMXXPKA,14,20,0.0,0.0,0.0,0.0,0.0,0.0
AG26ED2F2X5WJTJPWLLY5F2GINTA,1,20,0.0,0.0,0.0,0.0,0.0,0.0
AG2GEFJ2XW2YLFLBXLEHHMNWP2ZA,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AG2IGIPQGZZMMFIA5NK4HJG4V5RA,11,20,0.0,0.0,0.0,0.0,0.0,0.0
AG2R2JPAMDZKHEN2MYIRVU7FSUWA,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AG2ZN47ZCIWJ2V7YSRBLRZWIXJIA,3,20,0.05,0.3333333333333333,0.08695652173913045,1.0,0.08333333333333333,0.20210734650054757
AG3E73Y2ITXQR27YAIAHS7HLYYKA,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AG455JL3EYXGUG3TEUPZLIHLJGWA,8,20,0.0,0.0,0.0,0.0,0.0,0.0
AG4QRKFCLG24UVSDQSUOZEVUCUAQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AG5BAJJAR236HZGIVBPYZ7JEMALQ,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AG5BBUNXT6FFYG2N2JC2FEBLUL5Q,7,20,0.0,0.0,0.0,0.0,0.0,0.0
AG5OKWFIS3IZR5XE7R3JV7IIL7XA,10,20,0.0,0.0,0.0,0.0,0.0,0.0
AG5SKMFDTH62RTVD2Y4SNKRHBE7Q,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AG5VC43Y4HQ6U3LSIJQASPKZFXNQ,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AG64TEUZA2HSGBFFKOKW7VY2Z5PA,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AG6RGAUPWM54RP3PPK5GWYOUHEXQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AG6SIWUF4ILXA67S52RAGKR3EYIQ,13,20,0.05,0.07692307692307693,0.060606060606060615,1.0,0.008547008547008546,0.056210658265822395
AG6V7XYUWSZRR2XC3KY4PFOWMGCQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AG74X2N5QR4WUUHZATOYYUFEOKYQ,2,20,0.0,0.0,0.0,0.0,0.0,0.0
AG754K67E3NNWBI6J5JRA3P3UDNQ,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AG75DDROQTQ2YJ36X76MBVCCI4WA,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AG7GTPZXG7QZ3ZGTPPW6GVKOF2GA,6,20,0.0,0.0,0.0,0.0,0.0,0.0
AG7HILTM4BPD4KG77WEMSJ5S6SWQ,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AGACSOHNRGMXNRIUGWZNWAXSXTYA,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AGAUVAPRM22TPKUUSSL5BVKFMKCQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
AGAYCKS3F6ZQ47PWM3WO53QWO6EA,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AGBSIL5GE7SMSKKHV2U2OOGJG6EQ,1,20,0.0,0.0,0.0,0.0,0.0,0.0
AGBXMLNAPPMNCPV2OLJC5NIHIMRA,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AGCAXKPJGNRZSEOOXH4RXUPS4PZQ,5,20,0.0,0.0,0.0,0.0,0.0,0.0
AGCPDR3LURSATRF4JOIBRPZSTQAQ,3,20,0.0,0.0,0.0,0.0,0.0,0.0
AGCSNKILUI6A2WCPAZR3NV7GLUJQ,4,20,0.0,0.0,0.0,0.0,0.0,0.0
